日期,指数代码,指数名称,指数英文名称,code,name,成分券英文名称,交易所,交易所英文名称
2026-06-26,000905,中证500,CSI 500,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300146,汤臣倍健,"BY-HEALTH CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300207,欣旺达,Sunwoda Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300223,北京君正,Ingenic Semiconductor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300285,国瓷材料,"Shandong Sinocera Functional Material Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300339,润和软件,"Jiangsu Hoperun Software Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300346,南大光电,"Jiangsu Nata Opto-electronic Material Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300373,扬杰科技,"Yangzhou Yangjie Electronic Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300383,光环新网,"Beijing Sinnet Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300390,天华新能,"Canmax Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300395,菲利华,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300432,富临精工,"Mianyang Fulin Precision Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300454,深信服,Sangfor Technologies Inc.,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300458,全志科技,"All Winner Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300474,景嘉微,"Changsha Jingjia Microelectronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300475,香农芯创,"Shannon Semiconductor Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300487,蓝晓科技,"SUNRESIN NEW MATERIALS CO.,LTD, XI' AN",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300496,中科创达,"Thunder Software Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300548,长芯博创,"EverProX Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300558,贝达药业,"Betta Pharmaceuticals Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300567,精测电子,"Wuhan Jingce Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300570,太辰光,"T&S Communications Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300604,长川科技,"Hangzhou Chang Chuan Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300620,光库科技,"ADVANCED FIBER RESOURCES (ZHUHAI)., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300623,捷捷微电,"Jiangsu Jiejie Microelectronics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300627,华测导航,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300666,江丰电子,"Konfoong Materials International Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300676,华大基因,"BGI Genomics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300677,英科医疗,"Intco Medical Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300679,电连技术,"Electric Connector Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300699,光威复材,"Weihai Guangwei Composites Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300718,长盛轴承,"Zhejiang Changsheng Sliding Bearings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300724,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300735,光弘科技,"DBG Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300748,金力永磁,"JL MAG RARE-EARTH CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300751,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300757,罗博特科,"RoboTechnik Intelligent Technology Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300763,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300857,协创数据,"SHARETRONIC DATA TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300888,稳健医疗,"Winner Medical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300919,中伟新材,"CNGR Advanced Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300953,震裕科技,"Ningbo Zhenyu Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300957,贝泰妮,"Yunnan Botanee Bio-Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,300972,万辰集团,"Fujian Wanchen Food Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301200,大族数控,"Shenzhen Han's CNC Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301301,川宁生物,"Yili Chuanning Biotechnology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301358,湖南裕能,"Hunan Yuneng New Energy Battery Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301377,鼎泰高科,"Guangdong Dtech Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301498,乖宝宠物,"Gambol Pet Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301526,国际复材,Chongqing Polycomp International Corporation,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301536,星宸科技,SigmaStar Technology Ltd.,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301606,绿联科技,Ugreen Group Limited,深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,301611,珂玛科技,"Suzhou Kematek, Inc.",深圳证券交易所,Shenzhen Stock Exchange
2026-06-26,000905,中证500,CSI 500,600004,白云机场,Guangzhou Baiyun International Airport Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600008,首创环保,"Beijing Capital Eco-Environment Protection GroupCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600021,上海电力,Shanghai Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600032,浙江新能,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600038,中直股份,"AVIC Helicopter Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600060,海信视像,"Hisense Visual Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600062,华润双鹤,"CHINA RESOURCES DOUBLE-CRANE PHARMACEUTICAL CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600095,湘财股份,"XIANGCAI CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600098,广州发展,Guangzhou Development Group Incorporated,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600100,同方股份,Tsinghua Tongfang Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600105,永鼎股份,"Jiangsu Etern Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600109,国金证券,Sinolink Securities Co. Ltd.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600126,杭钢股份,Hang Zhou Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600131,国网信通,"State Grid Information&Communication Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600132,重庆啤酒,Chongqing Brewery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600141,兴发集团,Hubei Xingfa Chemicals Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600143,金发科技,Kingfa Sci&Tech Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600153,建发股份,Xiamen C&D Inc,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600157,永泰能源,"WINTIME ENERGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600161,天坛生物,Beijing Tiantan Biological Products Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600166,福田汽车,Beiqi Foton Motor Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600170,上海建工,Shanghai Construction Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600171,上海贝岭,Shanghai Belling Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600177,雅戈尔,Youngor Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600208,衢州发展,"Quzhou Xin'an Development Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600256,广汇能源,"GUANGHUI ENERGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600282,南钢股份,Nanjing Iron & Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600292,电投水电,"SPIC Hydropower Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600298,安琪酵母,Angel Yeast Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600299,安迪苏,Bluestar Adisseo Company,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600312,平高电气,Henan Pinggao Electric Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600316,洪都航空,Jiangxi Hongdu Aviation Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600329,达仁堂,Tianjin Pharmaceutical Da Ren Tang Group Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600332,白云山,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600339,中油工程,China Petroleum Engineering Corporation,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600348,华阳股份,"Shan Xi Hua Yang Group New Energy Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600350,山东高速,Shandong Hi-speed Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600352,浙江龙盛,Zhejiang Longsheng Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600363,联创光电,Jiangxi Lianchuang Optoelectronic Science and Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600369,西南证券,Southwest Securities Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600377,宁沪高速,Jiangsu Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600378,昊华科技,"Haohua Chemical Science & Technology Corp., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600380,健康元,Joincare Pharmaceutical Group Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600390,五矿资本,Minmetals Capital Company Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600398,海澜之家,"Heilan Home Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600435,北方导航,"North Navigation Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600483,福能股份,"FUJIAN FUNENG CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600486,扬农化工,Jiangsu Yangnong Chemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600497,驰宏锌锗,Yunnan Chihong Zinc&Germanium Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600498,烽火通信,Fiberhome Telecommunication Technologies Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600499,科达制造,"Keda Industrial Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600511,国药股份,China National Medicines Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600516,方大炭素,"Fangda Carbon New Material Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600517,国网英大,"STATE GRID YINGDA CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600521,华海药业,Zhejiang Huahai Pharmaceutical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600535,天士力,"TASLY PHARMACEUTICAL GROUP CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600536,中国软件,China National Software & Service Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600546,山煤国际,"Shanxi Coal International Energy Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600562,国睿科技,"Glarun Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600563,法拉电子,"Xiamen Faratronic Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600566,济川药业,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600578,京能电力,"BEIJING JINGNENG POWER CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600582,天地科技,Tiandi Science & Technology Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600583,海油工程,Offshore Oil Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600595,中孚实业,Henan Zhongfu Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600598,北大荒,Heilongjiang Agriculture Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600601,方正科技,Founder Technology Group Corp.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600602,云赛智联,INESA Intelligent Tech Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600606,绿地控股,Greenland Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600637,东方明珠,"Shanghai Oriental Pearl Media Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600642,申能股份,Shenergy Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600655,豫园股份,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600663,陆家嘴,Shanghai Lujiazui Finance and Trade Zone Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600685,中船防务,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600688,上海石化,Sinopec Shanghai Petrochemical Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600699,均胜电子,Ningbo Joyson Electronic Corp.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600704,物产中大,Zhejiang Material Industrial Zhongda Yuantong Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600707,彩虹股份,Irico Display Devices Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600711,盛屯矿业,"Chengtun Mining Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600737,中粮糖业,"COFCO SUGAR HOLDING CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600763,通策医疗,TOPCHOICE MEDICAL CORPORATION,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600764,中国海防,China Shipbuilding Industry Group and Marine Defense Information Against Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600765,中航重机,Avic Heavy Machinery Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600801,华新建材,"HUAXIN BUILDING MATERIALS GROUP CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600808,马钢股份,Maanshan Iron and Steel Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600816,建元信托,"J-Yuan Trust Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600820,隧道股份,Shanghai Tunnel Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600848,上海临港,Shanghai Lingang Holdings Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600862,中航高科,"Avic Aviation High-Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600863,华能蒙电,Inner Mongolia Mengdian Huaneng Thermal Power Corp Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600871,石化油服,Sinopec Oilfield Service Corporation,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600873,梅花生物,"Meihua Holdings Group Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600884,杉杉股份,Ningbo Shanshan Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600885,宏发股份,"Hongfa Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600901,江苏金租,"Jiangsu Financial Leasing Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600906,财达证券,"CAIDA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600909,华安证券,"HUAAN SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600927,永安期货,"Yongan Futures Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600967,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600968,海油发展,CNOOC Energy Technology & Services Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600970,中材国际,Sinoma International Engineering Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600977,中国电影,"CHINA FILM CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600985,淮北矿业,"Huaibei Mining Holdings Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600988,赤峰黄金,Chifeng Jilong Gold Mining Group Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600995,南网储能,"China Southern Power Grid Energy Storage Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,600998,九州通,Jointown Pharmaceutical Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,601000,唐山港,Tangshan Port Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,601001,晋控煤业,"Jinneng Holding Shanxi Coal Industry Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
